id	title	duration_seconds
7QGZsibZ60Q	BIG Profit Margin but is this EBAY Sale WORTH IT?	1204.0
7Qh2KwhCZ74	IT COULD HAVE BEEN WORSE	1719.0
7TR5VvOnxMM	Come hang out in our EBAY SHED	742.0
7VMIIZjrT9g	She's ADDICTED to GARAGE SALES	1292.0
7W-QMQQ9f_8	Sometimes EBAY requires a little midnight OIL	1259.0
7YR-MGMpauI	I think it's time to run a sale on EBAY	851.0
7at3yDReQcY	Passing THESE up at Yard Sales is a big mistake	1991.0
7gUNuzdXo9k	How much would you sell your ENTIRE EBAY inventory for?	2354.0
7jD8e8sOjU4	One of our favorite ways to get EBAY inventory - PRIVATE PICK	2564.0
7jvY5AqXNyI	This is the best thing to sell on EBAY	1887.0
7oE_GBJQMbw	Can I use someone else's photos on EBAY?	1543.0
7pEKbhXBvp0	THIS is why we aren't ready to give up on ETSY	1409.0
7rnfDtD5IyA	EBAY sale - Return to Sender - Now what?	1334.0
7uUqNfSWR3A	Happy Holidays from the Shed!	827.0
7y96BMVbWvM	BUYING & BUYING & BUYING for EBAY	2564.0
7z6A1_HZS7A	What's SELLING for us on EBAY, POSHMARK, ETSY & MERCARI right now	1323.0
89ViiwGWgRY	What are the best shipping methods for these packages on EBAY?	2136.0
8ArfFRnO4HE	Les Paul Guitar Hero Controller for Nintendo Wii - New in open box-eBay demo	126.0
8G-ZQU6oaKg	This EBAY Mega Order kept "CHA CHINGING"	2112.0
8IcXLT8qc_c	Home Depot needs to watch our videos	1589.0
8IuFLBAsf9c	Why are we still buying EBAY inventory? Don't we have too much?	2134.0
8MTa0mzufhA	Tomtom XL GPS eBay Demo	144.0
8Oc6WFRFUO0	22 ORDINARY THINGS that SELL ON EBAY	1886.0
8RTQcJ4UdCs	Two Amazing Plush Scores at Two Different Garage Sales!	2591.0
8SipBy86pLI	No comps found but knew this was perfect for EBAY	1253.0
8XEjPB1V8CU	Join us for a $1000 EBAY Inventory Sourcing Trip	2278.0
8aQ7H2XX-yo	Would you get this Toxic Crusaders toy graded or sell it raw?	1752.0
8brLNISn-Ok	Only $20 for HUNDREDS of these 40 Year Old Collectibles	2762.0
8fmd5kbzl1g	We let ourself GET HOSED on this Facebook Marketplace Buy	1736.0
8h7kO-giw1k	Inflation so bad we sold a 5 Dollar Bill for $10!	1683.0
8lWyFEbUGKg	Selling online can be an Emotional Rollercoaster (at least for us)	1738.0
8qgxKpXK_0c	DRAMA AT THE GARAGE SALE - CAUGHT ON CAMERA	499.0
8rXYYfXjOtE	Sony Digital Audio/Video Control Center - SONY STR-DG520	210.0
8rl-OiGwWUM	Taking Inventory of our EBAY Store is worth the headache	1316.0
8utxO30xNz8	This is ONE of Our Strategies for Making Money on EBAY	1922.0
8v0nHhNGn0E	Sent 150 Offers on EBAY - DID IT WORK?	1751.0
8waQlfAsNXI	We went back and bought EVEN MORE	1720.0
91Gk7Zi-7fk	Bought her a surprise at the Garage Sale. She didn't like it.	1620.0
92I9jQfkxHU	Cryptic Messages from One of our Best Sources - Why so Secretive?	2070.0
98C4wf8V5Gs	She's EXCITED about this $400 EBAY Sale (she doesn't have to pack it)	1062.0
98_Ur1Md5bY	Canon AF35 ML camera eBay demo	348.0
98eEYkHY0b4	We are willing to sell ALMOST ANYTHING on EBAY	2187.0
9A5qix_fizI	Our EBAY inventory storage is SUPERIOR to bins - Change my mind	1783.0
9EGwIJ5EfCI	Our Favorite Way to Find Items For EBAY	1628.0
9G-pOfrqhS0	Come take an EBAY TEST DRIVE with me!	1050.0
9Hked4Ogtpk	When EBAY Inventory has worn out it's welcome	1402.0
9Lwhwiy1Idc	eBAY WELCHER had the nerve to tell me THIS	2111.0
9N3_4899C4k	RESELLER RALLY 2021 - CINCINNATI	990.0
9Q-nQh1_Mj0	We're leaving for DC and our EBAY Sales are BLOWING UP	1869.0
9RgI2Xi39oA	She's Unimpressed w/ this LAZY EBAYER's Photo	2631.0
9RovujaCBhY	30 Dollars for a PAPERWEIGHT at an Estate Sale - Are we CRAZY?	2673.0
9SU44TMKf8E	Sorry EBAY, This is Going to our Local Auction House Instead	2055.0
9fjIYmfyG3s	HOW MUCH IS IT WORTH? Comics Cards and Collectibles	1318.0
9iXorObrYbE	Should you start your EBAY auction out at a penny?	1707.0
9l2a-_8HPb4	This EBAY return just keep getting weirder	1327.0
9lcWqp9Nhd0	These were a GOLDMINE on EBAY for us	2109.0
9lflGphm4xg	I can't pass this kinda stuff up!	2370.0
9lnnVL20GBA	EBAY scared us into trying something new	1926.0
9m7HcokCwxs	Gave up on this one - eBay FAIL	1029.0
9mikupzoYMw	She WON'T STOP buying EBAY Inventory!	2588.0
9nCIpwQUe3w	We're Willing To Do What Other EBAY Sellers Won't	1761.0
9qve--iaFnA	This EBAY Feature is a GAME CHANGER for resellers	1687.0
9zndoyu_p94	GARAGE SALE WITH US	732.0
A4Y-1zFlx9M	When you need more than PHOTOS on EBAY	708.0
A5qnzOXWryk	Is selling on EBAY BORING?	1909.0
AB_oxf3g4ao	Our EBAY store NEEDED THIS DESPERATELY	1627.0
AFDLB5IJMkg	Garage Sale season is back! (and we hit a very good one)	3490.0
AJcXpnyGC-A	What do people buy on eBay?	1024.0
AJhzFZin0PY	This feels like the dumbest way possible to list clothing	1430.0
AS2IR12O1aI	We've been waiting for EBAY to fix this for YEARS	1786.0
AZY17DJZjVQ	EBAY - Line em up, ship em out!	920.0
AbBwZVKtrQw	Sold 9 things on EBAY, but now I have to pack them	1392.0
AdvN1FsRg3o	You can't do THAT on EBAY	2283.0
AgyWJxpQjUk	BUYING IT ALL @ GARAGE SALES	1034.0
AhXCONslHro	Is it really worth listing this on EBAY?	1758.0
Ah_LFp7wbIA	This kind of inventory makes EBAY seem EASY	1982.0
AiLmdJoFKiE	This awesome EBAY sale came with a CATCH	3266.0
Aii6If5S5Ds	Why do we keep buying SO MUCH EBAY Inventory?	2419.0
AlFSmWKAy9Q	ONE Garage Sale, 558 items. ARE WE CRAZY?	1936.0
Amx1zTCafeA	This type of eBay sale STILL makes me NERVOUS	2571.0
AnWhPkRmfLA	Vintage Starlog Sci Fi Magazine Lot	448.0
AqPRhZ2Idjc	$10 Diamond Tester, will it work?	880.0
AqW-inWcYIw	Why you should get an EBAY store? (or not)	2083.0
AuUjGuSUQOg	TRUMP PRIVATIZING USPS - "Not the worst idea I ever heard"	2001.0
AubUmwH6rVo	10 Things We Would Change About EBAY	2001.0
AwTXosf04Y0	We NEED a BREAK from RESELLING	2537.0
AxUB0zX87cE	Our EBAY Christmas item plan is paying off	2807.0
Ay9Lhjbewkk	How to Pack and Ship EBAY Orders #8 - Packing a Statue	5141.0
AyVRzSo8o8o	How to use Gemini comic mailers to quickly ship comic books and other books	673.0
Az9RmvNWpKQ	She's starting to get the hang of this	1051.0
B2Ecfz0OayQ	Keystone K-35 Olympic Turret 8 MM Movie Camera	149.0
B4ih6Lyy3u8	Radio Shack Pro 95 handheld portable scanner - eBay demo	214.0
B9PxNheI57s	She found IT at the Garage Sale	1004.0
BEKFG6XKLH4	Motorola HT750 - Lot of 3 Radios - Demo for eBay	198.0
BJOxpedBAvQ	DROWNING in ACTION FIGURES	717.0
BKgjVtFC2GQ	NOTHING beats GARAGE SALE Profit Margins	2594.0
BLsVGrUardM	This EBAY BUG is driving me BONKERS	1644.0
BLztZomJRyU	Nintendo 3DS, carry case and 2 games- eBay Demo	366.0
BNl3JPWA-EA	We spent over $400 on THESE at the Estate Sale	1151.0
BRVhzj-Tj0M	36 Things we sold for PROFIT on EBAY while on VACATION	1780.0
BVzxfAgG08I	NOT FOR RESALE - I'm still gonna SEND IT	845.0
BWhGJluo9AM	I'm selling this stuff on EBAY and giving mugs away	714.0
Bb10PXdB-UQ	Sometime we Overthink EBAY - JUST LIST IT!	1869.0
BdnoKaRNerU	Don't Fall For This Clever EBAY SCAM Like I Did	1298.0
Bg84xC8Sczs	Would you pay $25 for this at a Garage Sale?	2051.0
Bh9iyB0x2ck	FB Marketplace $20 Buy - How much will we make?	1427.0
Blhxu6LbneM	31 Things You Can Sell on EBAY for PROFIT	2952.0
Bm-On4a2LHY	"How much do you want for all these Bibles?"	2206.0
BolMb2IK1RA	The new USPS rates on EBAY Caught me off-guard!	1633.0
BqOo-vLI76A	Most EBAY sellers walk right by this EASY MONEY (SOLD SAME DAY)	1812.0
Buc6DSJn2nw	This is what we sold for over $2200 on EBAY, MERCARI & POSHMARK	2952.0
C217L6pj9UY	Is Crossposting our EBAY items to Mercari, Poshmark, Etsy worth it?	2327.0
C2RuRUqag50	THE DARK SIDE OF EBAY	1300.0
C3DEvZLuscw	This is what SELLS ON EBAY	636.0
C3uGc-JPp4s	Sony CCD-TR86 demo running through TV output	451.0
C4JO9l47nfg	We found "The Good Stuff" at the Estate Sale - LUCKY!	2704.0
C4LmKTVSgBk	Sell on EBAY or KEEP?	1731.0
C71KrCt8RAM	Dan Dee Perfect Wife Talking doll gag gift	113.0
C9jm4mSLRaA	We FAILED to hit our EBAY listing goal at the most critical time of the year!	2299.0
CAN1YAQxwKc	Garage Sale Home Run!	1057.0
CAVAwPHfPLA	Sometimes EBAY listing is EASY	1862.0
CCGYulsjbI0	These EBAY SALES make us SMILE	1385.0
CEKNggYxsr0	Our $400+ Figurine Gamble is PAYING OFF	1224.0
CIA19rXtIro	How much do EBAY resellers pay for their INVENTORY?	3176.0
CK1UNjnJv7g	Welded Welder Welding - BOLO for EBAY	1881.0
CL_pdTiV_lM	Bowers and Wilkins Zeppelin iPhone Speaker Dock Demo for eBay	263.0
CMRtliIOiEE	$1 Garage Sale BOLO is even better than we thought	1398.0
CPNLagyhwLY	My biggest sales day on EBAY ever	741.0
CUQImKPb1hE	Original 1989 Nintendo Gameboy - eBay gameplay demo	134.0
CVadw41mKO0	EBAY Sellers do the STRANGEST THINGS	1703.0
CaFRnW7IDMQ	Ran a 20% sale on EBAY then THIS HAPPENED	1107.0
Cbs1qL32E8Q	This EBAY Sale was our DESTINY	1947.0
CerVdJLIga4	We just had one of our best EBAY sales days ever	1855.0
CfE841woJP4	Didn't see this coming	1728.0
CjQLlS1mp4E	EBAY auctions take PATIENCE sometimes	671.0
CkWwDoxfzUk	WORST NEGOTIATION EVER	1372.0
ClgdqkKPQMk	This is why we never ignore dinosaurs at Garage Sales	2360.0
CmK6s7IEIL4	We Make Money by Selling THIS on EBAY	963.0
CoDrDkngAXU	A Peek At Our Ebay Backstock	1100.0
CrfAg-PtmV4	They pay BIG MONEY for this on EBAY	1318.0
Cs0IQDDLjRU	This is how we AVOID EBAY RETURNS	1649.0
CsOTIzykpSc	Why doesn't anyone trust YouTubers anymore?	1917.0
CwxvvwBeLMk	Nintendo Gameboy Micro Famicon Edition	246.0
Cx1rabVIUmM	42 Things You Can Sell on EBAY for PROFIT	1627.0
Cz6pWkBhAok	Our MOST ASKED QUESTION about our EBAY Business	2058.0
D04B0hk1OQs	How To Pack And Ship EBAY Orders #11 - THIS'LL NEVER WORK!	5380.0
D1zBQIVluww	Etsy Took Up EBAY's Slack (AGAIN)	1790.0
D1zFi2jYprU	Two EBAY YouTube channels weren't enough	566.0
D3YM8lgNrc8	20 Things We Actually Sell on EBAY for PROFIT	1473.0
D4rAfQESU4A	If these don't sell on EBAY, our Christmas shopping is DONE!	2472.0
DFPiB-hdSdU	50 eBay Flips That Made Us Money	2874.0
DK8QuLgINMs	EBAY WATCHED MY VIDEO	783.0
DKT1hCdgt6g	Can I make auctions work on EBAY?	1014.0
DKX5Pj525YE	Welcome to our EBAY laboratory!	482.0
DLlB5Y6BasY	16 THINGS THAT SELL ON EBAY	626.0
DPOkHsetabY	This is even harder than EBAY	835.0
DPsLJset0Ik	USPS has us a little CONCERNED	1566.0
Dd7WlULlg9g	This keeps us focused on EBAY	1883.0
DfFLU3nWvIA	These EBAY SCAMMERS are getting creative	3088.0
DgawRPoowVc	This used to be MY EBAY SHED	3457.0
Dj9sTHrBCEI	There's GOTTA be some CHANGES Around Here	2162.0
DkJfVDsr7x0	We sent offers to 200 EBAY Watchers - What happened next?	2515.0
Dl3fDhKRwnQ	I tricked her into doing my work for me	1368.0
Dn9SXG9egZs	This is my best selling item ever	650.0
Dr7DRb6ZAjs	This EBAY order is a Birthday Present - we gotta get it outta here!	1484.0
Du4Xr73mc3M	Asking for FEEDBACK ON EBAY = Asking for TROUBLE?	3480.0
DxewIXaloF4	I REALLY MESSED UP THIS TIME	1116.0
DyA_owHeRPw	This is what EBAY Sales look like AFTER 4th Quarter	2917.0
DzxQ6vU3KKA	Our favorite thing to do in the EBAY SHED	1541.0
E0RHDjUgOTE	OH NO She used the "V" word on EBAY!	1294.0
E30Ts4WRwzE	We found all of this at GARAGE SALES	1874.0
E3uoECH0E1Q	They seem to like buying this on EBAY	814.0
E5whMU4G1Mc	Why don't EBAY resellers ever show BAD BUYS on YouTube?	2471.0
E7cV9JmT9Aw	I POPPED on some more EBAY inventory today	991.0
E8NWPbOxNMM	Up to our EARS in EBAY inventory!	2418.0
EFJXLvrVEuA	Five Things We are Trying to Boost our EBAY Sales	3218.0
EJazAB9wPf0	EBAY Standard Envelope is simply too unreliable for us - we give up!	1928.0
EN6tkEGNY5M	This Garage Sale was a Little Different	1640.0
ENABP9vN0B0	63 Things You Can Sell For PROFIT ON EBAY	2448.0
ESdgr2D2YWE	Filling up the shelves in our EBAY SHED	971.0
EWhtIjhMybU	I think this item calls for an EBAY AUCTION	1409.0
EXwaVlL7Vw8	Would I enjoy selling on EBAY as much if not for Youtube?	1279.0
